id,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,sex.e,famsize.e,Pstatus.e,Mjob.e,Fjob.e,reason.e,guardian.e,schoolsup.e,famsup.e,paid.e,activities.e,nursery.e,higher.e,internet.e,romantic.e,result
1442,16,2,0,3,4,3,5,2,5,2,3,3,24,2,0,1,0,3,0,2,2,0,1,0,1,1,0,0,0,0
1443,18,2,4,2,2,2,5,2,2,5,3,5,23,0,0,0,1,1,0,2,1,1,1,0,1,0,1,0,1,0
1444,17,0,3,3,3,2,1,4,1,1,3,3,6,6,0,0,0,2,3,3,2,1,1,0,0,0,0,0,1,0
1445,17,4,1,4,3,2,2,3,5,2,1,1,1,7,1,1,1,0,2,0,2,0,1,0,0,0,0,1,1,0
1446,15,3,0,4,3,2,4,4,2,5,2,3,27,0,0,1,0,4,3,0,2,1,1,0,0,0,1,0,0,0
1447,18,1,3,3,1,3,4,1,2,2,1,5,29,1,1,1,0,0,2,2,2,0,0,0,1,0,0,0,0,0
1448,18,1,1,3,2,3,1,2,1,3,5,2,28,3,0,1,0,0,3,2,2,0,1,0,0,1,1,0,0,0
1449,16,1,4,4,5,2,5,4,4,4,1,4,6,10,1,1,1,2,2,3,1,1,1,0,0,1,0,1,0,1
1450,18,2,2,3,1,3,3,3,4,1,5,1,26,4,0,0,0,0,4,1,0,1,1,0,0,0,0,1,0,0
1451,18,3,2,4,1,3,5,3,3,4,3,3,17,6,0,1,0,0,3,3,2,1,1,0,1,1,0,0,1,0
1452,15,1,4,4,1,2,3,3,1,4,2,2,19,4,1,1,1,2,2,2,0,0,1,0,1,1,1,0,0,0
1453,18,1,0,3,3,3,4,5,4,3,4,4,0,9,0,0,0,2,1,3,2,1,1,0,0,1,0,0,1,0
1454,17,0,4,3,3,3,1,5,2,4,2,4,2,8,0,1,1,3,1,1,0,1,1,0,0,0,0,1,1,0
1455,15,4,1,3,3,2,5,5,1,4,5,4,20,7,0,1,0,0,3,2,1,0,1,0,0,1,0,1,0,0
1456,15,4,0,1,5,0,1,1,2,4,2,1,5,14,1,1,1,1,3,1,0,1,0,1,1,0,0,0,0,1
1457,16,4,2,4,2,2,5,1,2,5,3,4,18,7,0,0,1,4,0,3,2,1,1,0,1,0,0,0,1,0
1458,18,0,1,2,10,0,5,4,3,2,1,1,2,18,1,1,1,4,2,1,0,1,0,1,0,0,1,1,0,1
1459,16,2,3,4,1,0,5,5,3,3,5,1,15,7,0,0,0,2,3,2,0,1,1,0,1,1,1,0,1,0
1460,17,0,3,3,2,0,3,5,5,2,5,5,12,8,0,0,1,2,1,2,2,1,1,0,0,0,0,0,1,0
1461,15,1,3,4,2,3,1,1,1,5,5,4,13,3,1,1,1,3,1,1,0,1,1,1,1,1,0,0,0,0
1462,15,3,2,2,8,0,4,3,4,4,3,3,9,17,0,0,0,0,1,3,2,0,0,1,0,1,0,1,1,1
1463,15,1,4,4,1,0,2,3,3,3,2,2,12,9,0,1,1,2,2,3,1,1,1,0,1,0,0,0,1,0
1464,17,1,0,2,4,0,3,2,1,1,5,1,29,14,1,1,0,2,4,3,2,1,0,1,0,0,0,0,0,1
1465,17,3,2,2,2,0,4,4,3,1,4,1,5,15,0,1,0,4,3,3,1,1,0,1,0,0,1,1,1,1
1466,16,4,1,1,3,3,1,4,4,3,5,5,12,8,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0
1467,16,0,1,3,1,3,2,5,3,3,2,1,24,4,1,1,1,3,2,0,2,0,1,0,1,1,1,0,0,0
1468,16,2,3,4,2,3,2,1,5,1,2,1,17,7,1,0,0,2,3,1,0,1,1,0,0,0,1,1,1,0
1469,18,1,0,4,1,3,1,4,1,5,4,3,17,7,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,0
1470,15,1,3,3,2,3,3,3,1,5,1,1,22,3,1,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0
1471,15,2,1,1,1,0,5,1,2,5,5,2,3,18,1,0,1,4,3,0,0,0,1,1,0,0,1,1,1,1
1472,16,0,1,2,4,0,5,5,5,5,2,2,27,15,0,1,1,2,3,1,2,1,0,1,1,1,0,1,0,1
1473,15,1,4,2,5,0,5,5,3,1,4,3,16,13,1,1,0,2,3,0,2,0,0,1,1,1,1,1,1,1
1474,16,2,4,1,8,0,4,4,2,1,4,5,5,17,0,0,0,4,3,3,2,1,0,1,0,1,0,1,1,1
1475,18,1,4,1,5,1,1,4,3,4,3,3,15,11,0,1,1,2,2,3,2,0,0,1,1,1,1,1,0,1
1476,18,4,3,3,2,0,3,2,5,1,2,2,24,0,0,0,0,0,3,1,1,0,1,0,0,0,1,0,1,0
1477,17,4,0,4,1,2,1,4,2,3,2,3,11,6,0,0,1,0,2,1,2,0,1,0,1,0,0,0,0,0
1478,18,1,4,4,2,2,2,4,4,5,2,3,27,5,1,0,1,4,3,1,0,1,1,0,0,0,0,1,0,0
1479,16,1,2,3,2,2,4,3,1,2,3,4,9,8,1,0,1,0,3,2,1,1,1,0,0,1,1,0,0,0
1480,18,4,4,4,2,2,3,3,5,2,4,4,27,3,1,1,1,3,2,0,0,0,1,0,0,0,0,0,1,0
1481,17,1,3,4,2,2,2,1,5,2,4,3,28,2,1,1,0,2,3,1,0,0,1,0,0,1,1,0,0,0
1482,15,0,0,4,3,2,5,4,3,3,1,1,21,0,1,0,1,3,1,1,0,1,1,0,0,1,1,0,1,0
1483,16,0,4,4,1,2,5,4,4,1,4,3,26,6,0,0,0,0,3,1,1,0,1,1,0,0,0,0,1,0
1484,15,3,0,3,10,0,5,5,4,4,2,5,12,20,1,0,1,4,0,3,2,1,0,1,1,1,0,1,1,1
1485,17,0,2,1,1,3,1,3,5,2,3,3,15,5,1,0,0,4,2,1,0,1,1,0,1,1,0,0,0,0
1486,17,1,1,3,3,3,2,5,5,5,1,2,21,3,1,0,0,3,3,3,0,0,1,0,1,1,0,0,0,0
1487,17,1,0,4,4,3,3,4,1,1,4,5,19,10,0,1,0,0,3,3,2,0,1,0,0,1,1,1,1,1
1488,15,2,4,3,3,3,2,3,4,5,3,2,26,5,0,0,0,2,2,2,2,1,1,0,1,1,1,0,1,0
1489,15,0,3,2,10,0,3,4,5,3,5,5,0,17,1,0,1,0,4,1,2,0,0,1,0,1,1,1,1,1
1490,15,4,3,1,4,1,4,2,1,3,4,5,6,14,0,1,0,0,1,2,2,0,0,1,1,0,0,1,0,1
1491,15,4,3,3,10,1,4,5,3,2,3,2,3,20,1,1,1,4,1,1,0,0,0,0,0,1,1,1,0,1
1492,17,3,3,2,1,3,3,3,4,5,2,3,11,6,1,1,0,1,3,0,1,1,1,0,1,0,0,1,0,0
1493,17,2,0,1,1,3,2,3,2,1,5,5,8,11,0,1,0,2,2,1,2,1,0,1,0,1,1,1,1,1
1494,16,4,3,3,1,2,3,4,2,2,1,1,19,7,0,1,0,2,0,1,2,1,1,0,1,0,0,0,1,0
1495,16,3,1,1,6,1,3,4,5,1,1,2,10,11,1,1,1,4,3,1,0,1,0,1,0,0,1,1,1,1
1496,15,0,2,3,2,3,5,1,5,4,2,2,24,2,1,1,0,0,1,1,2,1,1,1,1,0,0,0,1,0
1497,18,2,0,2,2,0,3,1,1,2,3,3,0,18,0,1,1,4,3,1,0,1,0,1,0,1,0,1,0,1
1498,18,2,0,2,5,3,5,5,5,3,5,3,9,15,1,1,1,0,2,1,0,1,0,1,1,0,1,0,0,1
1499,17,1,3,4,3,2,5,3,5,5,4,5,14,6,0,0,1,1,0,2,0,1,1,0,1,0,0,0,0,0
1500,17,0,3,3,2,2,3,4,1,1,2,2,19,8,1,1,0,1,4,0,0,1,1,0,1,0,0,0,1,0
1501,17,2,0,1,8,1,1,5,2,1,2,3,1,16,0,0,0,3,0,2,2,1,0,1,1,0,1,1,1,1
1502,16,3,3,4,2,2,2,3,1,5,2,2,26,7,1,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0
1503,16,4,3,4,3,3,3,4,4,1,2,1,21,0,1,0,0,4,1,2,2,1,1,0,1,1,0,0,0,0
1504,17,0,3,3,2,2,4,1,4,5,4,2,26,1,0,0,0,4,2,2,1,1,1,0,0,1,1,0,1,0
1505,17,0,3,1,2,3,3,3,5,4,2,5,24,2,1,0,0,4,3,1,2,0,1,0,1,1,1,0,1,0
1506,17,2,3,4,3,3,3,4,5,3,1,1,17,6,1,0,0,3,4,2,0,1,1,0,0,0,0,0,1,0
1507,18,2,4,4,3,3,4,5,2,2,1,1,11,7,0,0,1,2,2,0,2,1,1,0,1,0,1,0,1,0
1508,16,2,4,4,2,3,5,5,2,3,2,4,14,5,1,0,0,4,2,3,0,0,1,0,0,1,1,0,1,0
1509,18,3,4,4,2,3,5,2,3,1,3,3,26,9,1,1,1,1,2,0,2,1,1,0,1,0,1,0,0,0
1510,18,1,0,4,6,2,1,3,4,4,1,1,17,10,1,0,1,4,3,2,0,0,1,0,0,0,1,0,1,1
1511,17,2,2,1,6,0,3,5,4,1,5,4,0,15,0,0,0,4,4,3,1,1,0,1,0,0,0,1,1,1
1512,17,1,0,1,4,0,3,3,3,1,3,5,14,11,0,0,0,4,3,1,0,1,0,1,0,0,1,1,1,1
1513,15,1,4,1,5,0,2,5,3,3,2,3,12,11,0,0,1,2,2,3,2,0,0,1,1,0,0,1,1,1
1514,15,0,0,1,6,1,5,3,4,4,4,2,8,11,1,1,1,4,2,1,0,1,0,1,1,0,1,0,0,1
1515,18,4,2,4,1,3,3,3,5,4,3,2,15,7,1,0,0,2,1,0,1,0,1,0,1,1,1,0,1,0
1516,16,4,3,4,1,2,2,3,4,2,5,2,29,2,1,1,1,2,0,3,1,1,1,0,0,0,0,0,0,0
1517,17,3,1,4,2,3,1,2,3,5,3,1,16,5,1,1,1,3,3,3,2,0,1,1,1,0,1,0,0,0
1518,17,3,4,4,6,2,2,1,2,3,1,3,17,10,0,0,1,1,4,3,0,0,1,0,0,1,1,0,0,1
1519,18,4,4,1,9,0,5,3,1,5,1,5,20,16,1,0,1,4,2,1,2,1,0,1,1,1,0,1,0,1
1520,15,4,2,4,3,3,5,1,2,4,4,4,11,9,1,1,0,4,3,1,0,1,1,0,0,1,1,0,0,0
1521,16,0,3,2,3,3,1,1,2,4,3,3,22,8,1,0,0,4,0,0,1,1,1,0,1,1,1,0,0,0
1522,15,0,3,4,1,2,3,1,3,4,4,4,24,0,0,0,1,2,3,0,2,0,1,0,1,1,0,0,1,0
1523,15,4,1,1,4,0,2,5,4,2,3,4,0,14,1,1,1,0,0,2,1,0,0,1,1,1,1,1,1,1
1524,15,2,3,2,10,1,3,4,3,2,2,2,12,16,1,1,1,1,3,1,0,1,1,0,0,1,1,1,0,1
1525,15,2,2,4,6,3,3,1,3,5,3,1,7,10,1,0,0,4,1,0,1,0,1,0,0,0,1,0,0,1
1526,17,0,3,1,2,3,3,3,5,1,3,1,11,4,1,0,0,0,3,3,0,0,1,0,1,1,0,1,0,0
1527,17,1,2,4,2,3,4,4,5,3,2,5,16,7,1,0,1,0,1,3,2,0,1,0,1,1,1,0,1,0
1528,15,4,4,1,4,0,1,5,1,1,5,5,8,13,0,1,1,0,0,3,0,0,0,0,0,1,0,1,1,1
1529,16,3,4,1,10,0,3,2,5,4,1,2,25,16,1,0,1,1,2,0,0,0,0,1,0,1,0,1,0,1
1530,18,2,4,2,4,3,1,1,1,2,3,4,13,5,1,1,0,0,2,3,2,1,1,0,1,0,0,0,0,0
1531,16,1,0,3,3,2,3,1,2,4,4,2,15,9,1,1,1,4,3,3,2,1,1,1,1,0,0,0,1,0
1532,16,2,4,4,1,1,2,5,2,5,2,1,17,6,1,0,1,4,4,1,1,0,1,0,1,0,0,1,1,0
1533,16,1,2,2,3,2,2,3,3,5,5,1,18,7,1,1,1,3,3,1,0,1,0,0,0,0,1,0,0,0
1534,15,4,1,2,6,3,1,3,2,3,1,2,9,15,1,0,1,2,1,0,0,0,1,1,0,1,0,1,0,1
1535,17,4,3,1,4,1,3,4,5,4,1,3,3,15,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1
1536,16,4,4,1,7,0,1,4,5,5,4,1,2,18,1,1,0,2,0,2,0,1,0,1,0,1,1,1,1,1
1537,15,0,0,2,1,1,1,3,5,3,5,5,1,16,1,0,0,2,3,0,0,0,1,1,1,0,1,1,1,1
1538,16,1,0,1,2,3,4,2,4,2,4,3,4,4,1,1,0,2,0,2,2,1,1,0,1,0,0,0,1,0
1539,16,3,2,3,3,3,3,3,5,3,1,2,17,3,0,1,1,2,4,2,2,1,1,0,0,1,0,0,1,0
1540,15,3,1,4,2,3,4,2,3,5,3,3,13,7,0,0,0,2,2,0,2,1,1,0,1,1,0,0,0,0
1541,17,4,4,2,6,1,3,5,3,3,2,4,1,15,0,0,1,4,2,1,1,1,0,1,1,0,1,1,1,1
1542,17,3,4,3,2,3,5,2,2,5,2,3,23,2,0,0,0,1,3,1,2,0,1,0,1,0,1,0,0,0
1543,18,2,0,3,1,3,5,5,1,1,4,2,29,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1544,15,1,2,2,8,2,4,1,4,4,3,4,1,19,0,1,1,0,0,2,2,0,0,0,1,0,0,1,0,1
1545,18,1,0,4,2,2,5,3,1,5,1,5,23,7,0,1,1,4,4,0,0,0,1,1,0,0,1,0,0,0
1546,18,1,0,4,4,0,4,4,4,3,2,5,13,8,1,1,1,4,0,0,0,0,1,0,0,1,0,0,0,0
1547,18,2,1,3,6,3,5,1,3,5,2,1,23,10,0,0,0,2,1,3,2,1,0,0,1,0,1,0,1,1
1548,17,0,2,1,9,1,4,4,3,2,4,3,0,17,0,1,1,1,1,3,2,0,0,1,0,0,0,1,1,1
1549,15,2,1,4,3,2,5,2,4,4,5,2,13,5,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,0
1550,18,1,2,3,1,3,1,3,2,5,2,5,20,5,1,0,0,3,3,1,0,0,1,0,0,1,0,0,0,0
1551,15,1,4,2,4,0,1,3,5,1,4,5,10,11,1,0,0,4,1,3,2,0,1,1,0,0,1,1,1,1
1552,15,1,3,4,5,2,1,3,5,1,1,3,14,10,0,0,1,3,1,3,2,1,1,0,1,1,1,0,1,1
1553,17,3,3,3,2,2,3,1,1,3,2,2,24,2,0,1,1,0,2,2,0,0,1,0,1,1,0,0,0,0
1554,18,0,2,1,7,2,2,5,3,4,4,2,7,16,1,0,1,4,3,0,2,0,0,1,0,1,0,1,1,1
1555,18,2,3,1,5,1,4,2,5,2,5,4,28,13,1,1,0,0,1,3,0,1,0,0,0,0,1,0,0,1
1556,15,1,0,3,3,3,2,1,3,2,3,5,26,1,0,1,0,4,4,1,2,1,1,0,1,1,0,0,0,0
1557,16,4,4,3,1,2,1,1,3,5,2,3,29,2,1,1,1,0,1,2,0,0,1,0,1,0,0,0,1,0
1558,17,0,4,2,6,1,4,5,3,4,4,5,9,14,0,1,0,3,3,3,1,0,0,1,0,0,1,1,0,1
1559,17,4,3,1,8,0,4,4,5,1,3,3,24,20,1,1,0,1,0,2,2,1,0,1,0,0,0,1,1,1
1560,17,0,2,2,2,0,3,4,5,3,5,1,2,19,1,0,0,4,2,3,2,0,0,0,1,0,0,1,1,1
1561,17,1,0,4,2,2,2,3,5,4,2,3,17,6,0,1,1,3,2,3,2,1,1,1,1,1,1,1,0,0
1562,18,0,2,2,8,1,2,1,4,5,4,2,0,17,1,0,0,0,3,2,1,1,0,1,0,1,1,0,0,1
1563,18,0,3,3,3,2,5,5,5,4,3,1,26,5,1,1,0,3,1,1,2,0,1,0,1,0,0,0,0,0
1564,16,1,4,4,1,3,4,5,3,3,1,3,23,4,1,1,1,4,4,1,2,1,1,0,0,0,1,0,1,0
1565,17,4,4,3,3,2,1,4,3,3,1,5,23,2,0,0,1,3,1,0,0,0,1,1,1,1,1,0,0,0
1566,17,4,2,2,8,1,5,5,1,5,4,4,7,16,1,1,1,0,1,3,2,0,0,0,0,1,1,1,1,1
1567,15,3,1,2,9,0,5,4,2,2,3,5,2,18,1,1,1,2,4,0,2,1,1,1,1,0,1,0,1,1
1568,18,4,2,1,7,0,4,4,4,2,1,1,0,17,1,0,1,1,2,2,0,0,1,1,0,0,1,1,0,1
1569,17,4,1,3,3,3,5,1,1,2,2,1,24,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0
1570,16,0,2,1,10,1,4,2,4,4,4,1,6,16,1,1,0,2,0,2,1,0,0,1,1,0,0,1,0,1
1571,16,3,1,2,5,2,4,3,4,2,5,3,21,14,1,1,0,4,0,1,0,1,0,1,0,1,1,1,0,1
1572,18,1,1,3,2,3,5,2,3,5,2,2,22,1,0,1,0,3,3,2,1,1,1,0,1,0,1,0,1,0
1573,16,1,1,3,2,2,1,5,3,5,4,1,21,0,0,0,0,3,3,2,1,0,1,0,1,0,0,0,0,0
1574,16,2,1,2,5,2,5,2,3,1,1,2,10,10,1,1,1,2,4,0,2,0,1,1,1,0,0,0,0,1
1575,18,3,0,2,7,0,2,2,3,5,5,1,3,16,0,0,0,2,4,3,2,1,0,1,1,0,0,1,0,1
1576,17,0,1,3,3,3,4,4,1,5,2,4,17,8,0,0,1,0,3,0,2,1,1,0,1,0,1,0,0,0
1577,17,2,1,1,9,2,1,1,2,1,3,5,10,20,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
1578,16,2,4,2,10,3,3,5,2,5,5,3,0,18,0,0,0,1,2,1,2,0,0,1,1,0,0,1,0,1
1579,16,1,0,2,6,0,3,3,1,5,1,4,10,12,0,1,0,4,0,1,1,0,0,1,1,0,1,1,0,1
1580,17,4,1,2,10,1,5,4,2,2,5,4,8,16,0,1,1,4,4,3,2,1,0,1,1,1,1,1,1,1
1581,18,0,3,2,1,0,3,3,5,2,1,2,1,16,0,0,1,2,3,0,1,1,0,1,0,0,0,1,0,1
1582,16,3,0,4,3,2,2,1,5,1,4,4,21,2,0,0,1,1,0,2,0,1,1,0,1,1,1,0,0,0
1583,15,2,4,4,2,2,5,2,5,4,2,3,23,0,0,0,1,1,4,2,0,0,1,0,1,1,1,0,1,0
1584,18,0,2,4,2,2,5,2,3,5,4,1,22,1,0,0,0,0,4,3,2,1,0,0,0,0,1,0,0,0
1585,16,1,4,2,4,1,1,1,5,3,5,5,24,4,0,0,1,3,1,1,1,0,1,0,1,0,0,0,0,0
1586,16,2,4,1,6,1,4,5,4,4,4,3,8,11,1,0,0,4,4,3,0,1,0,1,1,1,0,1,1,1
1587,15,2,0,4,1,3,5,4,4,5,2,5,19,4,1,1,1,1,2,2,0,1,1,0,0,0,0,0,0,0
1588,15,1,0,4,1,3,5,2,1,5,5,4,13,5,0,1,1,0,4,1,2,0,1,0,0,1,0,0,1,0
1589,17,1,3,1,2,3,5,1,4,4,4,3,14,9,0,1,1,0,2,3,2,1,1,0,0,1,0,0,0,0
1590,18,1,3,3,6,2,1,4,1,2,4,2,8,14,1,0,0,0,1,2,1,0,0,1,0,1,0,1,1,1
1591,18,0,0,4,4,3,5,4,2,2,4,5,28,9,0,0,1,3,2,2,0,1,1,0,1,1,1,0,0,0
1592,17,0,0,1,4,2,4,1,4,5,3,2,14,13,0,0,0,1,0,3,1,1,0,1,0,1,0,1,1,1
1593,18,0,0,3,3,1,4,2,4,4,5,5,28,3,1,1,0,2,4,2,1,1,1,0,0,0,0,0,1,0
1594,18,4,2,4,1,2,5,5,1,4,2,4,27,0,1,1,0,2,3,0,2,0,0,0,0,1,0,0,1,0
1595,18,2,4,1,2,0,1,2,4,4,5,5,9,12,1,0,1,0,3,0,1,1,0,1,0,1,1,1,0,1
1596,18,0,3,1,10,0,3,2,1,5,5,1,1,16,0,0,0,0,2,1,1,1,0,1,1,0,1,0,1,1
1597,18,4,3,3,3,3,5,2,4,4,4,1,14,9,0,0,0,3,1,0,0,0,1,0,1,1,0,1,0,0
1598,15,2,1,2,8,1,5,2,3,3,1,5,0,17,1,0,1,0,2,0,1,1,0,1,1,0,1,1,1,1
1599,18,0,2,3,2,0,2,3,2,5,4,5,11,5,1,1,1,1,2,3,0,1,1,0,1,0,1,0,0,0
1600,15,1,0,3,3,3,1,1,4,2,1,4,21,6,0,1,0,0,2,1,0,0,1,0,1,1,0,0,1,0
1601,18,3,0,3,3,3,4,5,2,5,3,1,19,6,1,1,0,0,0,3,1,1,1,0,1,0,1,0,1,0
1602,17,0,2,1,5,0,1,5,4,3,3,2,3,12,0,0,1,1,0,3,1,1,0,1,0,1,1,1,1,1
1603,16,3,3,2,9,0,1,3,4,3,1,3,12,16,0,1,0,4,2,0,0,0,0,1,1,0,0,1,1,1
1604,15,0,0,1,3,3,5,5,3,2,4,2,29,0,1,0,0,2,1,0,1,1,1,0,0,0,1,0,0,0
1605,18,1,1,3,3,0,2,3,5,2,4,3,9,3,1,0,0,0,4,2,0,1,1,0,1,0,1,0,0,0
1606,17,3,3,2,1,2,5,3,5,3,5,3,13,5,0,0,1,1,3,2,1,0,1,0,1,1,0,0,1,0
1607,16,4,4,3,1,3,1,5,2,4,5,3,28,5,1,1,0,2,0,1,0,1,1,0,0,0,0,0,1,0
1608,15,1,2,1,5,1,5,5,2,2,3,5,9,11,1,1,1,3,4,0,0,1,0,1,1,1,1,1,0,1
1609,16,3,3,4,6,1,1,2,3,5,5,1,10,10,1,0,1,4,0,2,2,1,1,0,1,1,1,0,0,1
1610,17,3,4,3,1,2,4,3,1,3,5,4,14,8,1,1,1,0,0,3,1,0,1,0,0,1,0,0,0,0
1611,15,1,1,1,4,3,5,4,2,2,5,4,0,16,0,0,0,4,0,0,0,0,0,1,1,0,1,0,1,1
1612,16,1,2,4,4,2,5,1,5,2,3,4,21,3,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0
1613,18,1,0,1,1,2,4,2,3,5,5,1,2,3,0,0,0,0,2,1,1,0,1,1,1,0,1,0,1,0
1614,15,2,0,1,6,0,5,3,1,1,1,5,6,11,0,1,1,0,0,3,1,1,0,1,0,0,1,1,0,1
1615,16,4,4,3,3,2,1,2,3,3,2,4,13,8,1,1,0,4,0,2,1,1,1,0,0,0,0,0,1,0
1616,17,0,3,3,3,3,3,2,5,4,2,5,16,8,1,0,0,3,3,3,2,0,1,0,1,0,0,0,0,0
1617,17,3,1,2,2,1,5,1,3,3,5,2,7,12,0,1,0,1,4,2,1,0,0,0,0,0,0,1,1,1
1618,15,0,4,1,6,0,4,5,4,4,5,1,8,15,0,1,1,1,4,0,2,0,0,1,0,0,1,1,1,1
1619,16,1,1,2,4,2,4,5,5,3,5,2,19,10,1,1,0,3,1,1,1,1,1,0,0,0,1,0,0,1
1620,15,4,1,3,2,3,3,1,1,4,1,1,20,4,0,1,0,3,1,2,2,1,1,0,1,0,0,0,0,0
1621,15,4,1,3,3,2,1,2,3,4,3,5,23,4,0,0,1,0,1,3,1,1,1,0,0,1,1,0,1,0
1622,16,2,2,2,7,2,2,3,5,1,2,5,4,19,1,1,1,0,2,0,2,1,0,0,1,0,0,1,0,1
1623,16,1,4,4,3,2,1,5,5,3,4,2,25,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,0
1624,18,3,2,3,3,2,5,4,1,2,5,1,19,9,1,0,1,0,3,0,2,1,1,0,1,1,1,0,1,0
1625,16,2,3,2,7,1,4,3,5,4,4,4,4,16,1,1,1,0,2,0,2,1,0,1,1,1,1,1,1,1
1626,17,1,3,2,1,0,4,2,1,3,1,4,1,13,0,0,1,3,1,3,0,0,0,1,0,0,0,1,0,1
1627,15,2,0,4,1,2,1,4,5,4,3,3,25,3,1,0,0,4,0,3,1,0,1,0,0,1,1,0,0,0
1628,15,0,0,3,1,3,1,3,3,3,4,2,17,3,0,1,1,2,1,0,0,1,1,0,1,0,0,0,1,0
1629,17,1,0,3,1,2,5,1,1,4,5,5,28,4,1,0,0,2,3,0,0,1,1,0,1,1,1,0,1,0
1630,16,3,3,2,3,0,1,4,1,2,5,2,0,15,0,0,1,0,0,2,0,1,0,1,0,1,0,1,1,1
1631,17,3,1,1,7,0,3,2,5,3,1,4,3,17,0,1,1,0,2,3,2,0,0,1,0,0,1,1,0,1
1632,17,1,1,3,2,2,3,4,4,4,5,3,27,0,0,1,0,2,0,2,0,0,1,1,1,1,1,0,1,0
1633,18,2,4,2,4,1,2,1,1,5,4,1,9,13,1,1,1,3,3,1,1,0,0,1,0,0,1,1,1,1
1634,17,4,3,4,2,3,4,5,4,4,3,4,23,4,1,1,1,2,2,2,2,0,1,0,0,0,0,0,1,0
1635,15,1,0,2,2,2,5,5,2,4,5,4,25,2,0,1,1,2,4,0,2,0,1,0,0,1,0,0,1,0
1636,17,3,3,4,1,2,5,5,3,2,5,2,25,2,1,0,1,2,1,1,0,1,1,0,1,0,1,0,0,0
1637,15,0,1,3,2,2,1,1,4,5,4,1,25,3,0,0,0,0,1,2,2,1,1,0,1,1,1,0,1,0
1638,15,3,1,4,3,3,4,3,3,4,3,4,9,9,0,1,0,0,3,1,1,1,1,0,1,0,1,0,1,0
1639,15,4,2,4,1,3,2,1,1,1,4,3,14,6,1,1,0,2,3,3,2,1,1,0,1,0,1,0,1,0
1640,16,3,2,4,3,3,2,4,3,4,1,5,17,9,0,0,0,0,1,2,0,1,1,0,0,1,0,0,1,0
1641,18,4,4,3,2,2,2,3,4,5,5,4,13,6,1,1,0,2,0,2,0,1,1,0,0,0,1,1,0,0
1642,15,1,3,2,4,0,4,5,1,2,2,2,6,12,0,1,0,3,4,3,0,1,0,1,1,1,1,1,1,1
1643,15,3,2,3,2,3,2,1,4,5,1,4,11,5,1,0,0,0,4,2,2,0,1,0,1,1,0,0,0,0
1644,16,2,2,4,2,3,3,2,1,5,2,2,7,9,0,0,1,4,3,1,0,1,1,0,1,0,1,0,1,0
1645,15,2,3,3,4,2,1,5,4,4,4,1,29,10,0,0,0,0,3,3,2,0,1,0,0,1,1,0,0,1
1646,17,3,1,1,4,0,2,2,1,1,2,4,9,14,1,1,0,3,0,1,0,1,1,1,1,0,1,1,1,1
1647,17,3,4,1,10,1,3,3,4,3,3,3,0,18,0,0,0,3,3,2,0,1,0,1,0,0,0,1,0,1
1648,18,0,4,2,5,1,3,5,2,1,5,4,2,15,0,1,1,0,4,2,0,0,0,1,1,1,1,1,0,1
1649,15,3,4,1,10,1,5,1,4,3,3,5,5,17,1,0,0,1,1,2,1,0,1,1,0,1,1,1,0,1
1650,16,0,2,2,3,2,1,2,4,4,3,3,22,1,0,1,0,2,4,2,1,1,1,0,0,0,0,0,0,0
1651,17,0,1,4,2,3,5,1,2,4,4,5,13,6,1,1,0,2,0,1,0,1,1,0,0,0,0,0,1,0
1652,16,0,4,3,3,2,4,5,3,3,3,4,15,8,0,1,1,3,1,2,0,1,1,0,1,0,1,0,0,0
1653,16,0,3,3,1,1,3,1,1,3,2,3,20,3,1,0,0,0,1,3,2,1,1,0,1,0,0,0,1,0
1654,17,1,4,1,1,3,5,5,4,4,1,3,22,6,0,0,1,1,4,3,2,1,1,0,1,1,0,0,1,0
1655,16,2,0,1,10,0,1,4,3,5,1,5,12,18,0,0,1,4,1,0,1,0,0,0,1,1,0,1,1,1
1656,17,0,1,2,4,0,3,1,5,4,1,1,5,19,0,1,1,2,1,3,2,0,1,1,1,0,1,1,1,1
1657,16,2,0,2,3,1,2,4,3,3,2,5,6,11,1,0,1,1,3,0,2,0,0,1,0,1,1,1,1,1
1658,17,0,1,2,2,3,1,2,5,4,5,3,19,6,1,0,0,2,1,3,2,1,1,0,0,1,0,0,0,0
1659,15,2,3,3,1,2,2,1,1,3,2,4,28,1,1,1,1,0,0,3,2,1,1,0,1,0,0,0,1,0
1660,18,3,2,1,8,1,4,1,5,5,1,4,1,18,1,1,1,2,1,2,1,0,1,1,1,1,1,1,0,1
